code,name
(Código de 6 dígitos que,(Nombre de la nueva cuenta)
 identifica la cuenta),
,
,
10000000,Capital social
10100000,Fondo social
10200000,Capital
10300000,"Socios por desembolsos no exigidos, capi"
10300004,"Socios por desembolsos no exigidos, capi"
10300400,"Socios por desembolsos no exigidos, capi"
10400000,Socios por aportaciones no dinerarias pe
10400004,Socios por aportaciones no dinerarias pe
10400400,Socios por aportaciones no dinerarias pe
10800000,Acciones o participaciones propias en si
10900000,Acciones o participaciones propias para
11000000,Prima de Emisión o asunción
11100000,Patrimonio neto por emision de instrumen
11100001,Resto de instrumentos de patrimonio neto
11100100,Resto de instrumentos de patrimonio neto
11200000,Reserva Legal
11300000,Reservas voluntarias
11400000,Reservas para acciones o participaciones
11400001,Reservas estatutarias
11400002,Reserva por capital amortizado
11400003,Reserva por fondo de comercio
11400004,Reservas por acciones propias aceptadas
11400100,Reservas estatutarias
11400200,Reserva por capital amortizado
11400300,Reserva por fondo de comercio
11400400,Reservas por acciones propias aceptadas
11500000,Reservas por pérdidas y ganancias actuar
11800000,Aportaciones de socios o propietarios
11900000,Diferencias por ajuste del capital a eur
12000000,Remanente
12100000,Resultados negativos de ejercicios anter
12100014,Resultados negativos del ejercicio 2014
12100015,Resultados negativos del ejercicio 2015
12100017,Resultados negativos del ejercicio 2017
12900000,Resultado del ejercicio
13000000,Subvenciones oficiales de capital
13000001,Neotec 2016
13100000,Donaciones y legados de capital
13200000,"Otras subvenciones, donaciones y legados"
13300000,Ajustes por valoración en activos financ
13400000,Cobertura de flujos de efectivo
13400001,Cobertura de una inversión neta en un ne
13400100,Cobertura de una inversión neta en un ne
13500000,Diferencias de conversión
13600000,Ajustes por valoración de activos no cor
13700000,Ingresos fiscales por diferencias perman
13700001,Ingresos fiscales por deducciones y boni
13700100,Ingresos fiscales por deducciones y boni
14000000,Provisión por retribuciones del personal
14100000,Provisión para impuestos
14200000,Provisión para otras responsabilidades
14300000,"Provisión por desmantelamiento, retiro o"
14500000,Provisión para actuaciones medioambienta
14600000,Provisión para reestructuraciones
14700000,Provisión por transacciones con pagos ba
15000000,Acciones o participaciones consideradas
15300003,"Desembolsos no exigidos, empresas del gr"
15300004,"Desembolsos no exigidos, empresas asocia"
15300005,"Desembolsos no exigidos, otras partes vi"
15300006,Otros desembolsos no exigidos
15300300,"Desembolsos no exigidos, empresas del gr"
15300400,"Desembolsos no exigidos, empresas asocia"
15300500,"Desembolsos no exigidos, otras partes vi"
15300600,Otros desembolsos no exigidos
15400003,"Aportaciones no dinerarias pendientes, e"
15400004,"Aportaciones no dinerarias pendientes, e"
15400005,"Aportaciones no dinerarias pendientes, o"
15400006,Otras aportaciones no dinerarias pendien
15400300,"Aportaciones no dinerarias pendientes, e"
15400400,"Aportaciones no dinerarias pendientes, e"
15400500,"Aportaciones no dinerarias pendientes, o"
15400600,Otras aportaciones no dinerarias pendien
16000003,Deudas con entidades de crédito vinculad
16000004,Deudas con entidades de crédito vinculad
16000005,Deudas con otras entidades de crédito vi
16000300,Deudas con entidades de crédito vinculad
16000400,Deudas con entidades de crédito vinculad
16000500,Deudas con otras entidades de crédito vi
16100003,"Proveedores de inmovilizado, empresas de"
16100004,"Proveedores de inmovilizado, empresas as"
16100005,"Proveedores de inmovilizado, otras parte"
16100300,"Proveedores de inmovilizado, empresas de"
16100400,"Proveedores de inmovilizado, empresas as"
16100500,"Proveedores de inmovilizado, otras parte"
16200003,"Acreedores por arrendamiento financiero,"
